2022-02-21 22:56:46 startup archives install
2024-12-05 01:31:36 status unpacked libc6:i386 2.31-0ubuntu9.16
2024-12-05 01:31:36 status half-configured libc6:i386 2.31-0ubuntu9.16
2024-12-05 01:31:37 status installed libc6:i386 2.31-0ubuntu9.16
2024-12-05 01:31:37 configure libstdc++6:i386 10.5.0-1ubuntu1~20.04 <none>
2024-12-05 01:31:37 status unpacked libstdc++6:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:37 status half-configured libstdc++6:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:37 status installed libstdc++6:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:37 configure steamcmd:i386 0~20180105-3 <none>
2024-12-05 01:31:37 status unpacked steamcmd:i386 0~20180105-3
2024-12-05 01:31:37 status half-configured steamcmd:i386 0~20180105-3
2024-12-05 01:31:37 status installed steamcmd:i386 0~20180105-3
2024-12-05 01:31:37 configure libunistring2:i386 0.9.10-2 <none>
2024-12-05 01:31:37 status unpacked libunistring2:i386 0.9.10-2
2024-12-05 01:31:37 status half-configured libunistring2:i386 0.9.10-2
2024-12-05 01:31:37 status installed libunistring2:i386 0.9.10-2
2024-12-05 01:31:37 configure libidn2-0:i386 2.2.0-2 <none>
2024-12-05 01:31:37 status unpacked libidn2-0:i386 2.2.0-2
2024-12-05 01:31:37 status half-configured libidn2-0:i386 2.2.0-2
2024-12-05 01:31:37 status installed libidn2-0:i386 2.2.0-2
2024-12-05 01:31:37 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2024-12-05 01:31:37 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 01:31:38 status installed libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 01:39:30 startup archives install
2024-12-05 01:40:05 startup archives install
2024-12-05 01:40:05 install playit:amd64 <none> 0.15.26
2024-12-05 01:40:05 status half-installed playit:amd64 0.15.26
2024-12-05 01:40:05 status unpacked playit:amd64 0.15.26
2024-12-05 01:40:25 startup archives unpack
2024-12-05 01:40:25 install libpopt0:amd64 <none> 1.16-14
2024-12-05 01:40:25 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 01:40:25 status half-installed libpopt0:amd64 1.16-14
2024-12-05 01:40:25 status unpacked libpopt0:amd64 1.16-14
2024-12-05 01:40:25 install logrotate:amd64 <none> 3.14.0-4ubuntu3
2024-12-05 01:40:25 status half-installed logrotate:amd64 3.14.0-4ubuntu3
2024-12-05 01:40:25 status unpacked logrotate:amd64 3.14.0-4ubuntu3
2024-12-05 01:40:25 startup packages configure
2024-12-05 01:40:25 configure libpopt0:amd64 1.16-14 <none>
2024-12-05 01:40:25 status unpacked libpopt0:amd64 1.16-14
2024-12-05 01:40:25 status half-configured libpopt0:amd64 1.16-14
2024-12-05 01:40:25 status installed libpopt0:amd64 1.16-14
2024-12-05 01:40:25 configure logrotate:amd64 3.14.0-4ubuntu3 <none>
2024-12-05 01:40:25 status unpacked logrotate:amd64 3.14.0-4ubuntu3
2024-12-05 01:40:25 status half-configured logrotate:amd64 3.14.0-4ubuntu3
2024-12-05 01:40:25 status installed logrotate:amd64 3.14.0-4ubuntu3
2024-12-05 01:40:25 configure playit:amd64 0.15.26 <none>
2024-12-05 01:40:25 status unpacked playit:amd64 0.15.26
2024-12-05 01:40:25 status half-configured playit:amd64 0.15.26
2024-12-05 01:40:25 status installed playit:amd64 0.15.26
2024-12-05 01:40:25 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2024-12-05 01:40:25 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 01:40:25 status installed libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 01:47:09 startup archives unpack
2024-12-05 01:47:09 install net-tools:amd64 <none> 1.60+git20180626.aebd88e-1ubuntu1
2024-12-05 01:47:09 status half-installed net-tools:amd64 1.60+git20180626.aebd88e-1ubuntu1
2024-12-05 01:47:09 status unpacked net-tools:amd64 1.60+git20180626.aebd88e-1ubuntu1
2024-12-05 01:47:09 startup packages configure
2024-12-05 01:47:09 configure net-tools:amd64 1.60+git20180626.aebd88e-1ubuntu1 <none>
2024-12-05 01:47:09 status unpacked net-tools:amd64 1.60+git20180626.aebd88e-1ubuntu1
2024-12-05 01:47:09 status half-configured net-tools:amd64 1.60+git20180626.aebd88e-1ubuntu1
2024-12-05 01:47:09 status installed net-tools:amd64 1.60+git20180626.aebd88e-1ubuntu1
2024-12-05 02:04:34 startup archives unpack
2024-12-05 02:04:34 install nano:amd64 <none> 4.8-1ubuntu1.1
2024-12-05 02:04:34 status half-installed nano:amd64 4.8-1ubuntu1.1
2024-12-05 02:04:34 status unpacked nano:amd64 4.8-1ubuntu1.1
2024-12-05 02:04:34 startup packages configure
2024-12-05 02:04:34 configure nano:amd64 4.8-1ubuntu1.1 <none>
2024-12-05 02:04:34 status unpacked nano:amd64 4.8-1ubuntu1.1
2024-12-05 02:04:34 status half-configured nano:amd64 4.8-1ubuntu1.1
2024-12-05 02:04:34 status installed nano:amd64 4.8-1ubuntu1.1
2024-12-05 02:12:46 startup archives unpack
2024-12-05 02:12:46 install libbrotli1:amd64 <none> 1.0.7-6ubuntu0.1
2024-12-05 02:12:46 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 02:12:46 status half-installed libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-05 02:12:46 status unpacked libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-05 02:12:46 install libroken18-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:46 status half-installed libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:46 status unpacked libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:46 install libasn1-8-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:46 status half-installed libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:46 status unpacked libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:46 install libheimbase1-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:46 status half-installed libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:46 status unpacked libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 install libhcrypto4-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status half-installed libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status unpacked libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 install libwind0-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status half-installed libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status unpacked libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 install libhx509-5-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status half-installed libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status unpacked libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 install libkrb5-26-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status half-installed libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status unpacked libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 install libheimntlm0-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status half-installed libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status unpacked libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 install libgssapi3-heimdal:amd64 <none> 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status half-installed libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 status unpacked libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:47 install libsasl2-modules-db:amd64 <none> 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:47 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:47 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:47 install libsasl2-2:amd64 <none> 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:47 status half-installed libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:47 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:47 install libldap-common:all <none> 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:47 status half-installed libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:47 status unpacked libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:47 install libldap-2.4-2:amd64 <none> 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:47 status half-installed libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:47 status unpacked libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:47 install libnghttp2-14:amd64 <none> 1.40.0-1ubuntu0.3
2024-12-05 02:12:47 status half-installed libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2024-12-05 02:12:47 status unpacked libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2024-12-05 02:12:47 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2build1
2024-12-05 02:12:47 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2024-12-05 02:12:47 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2024-12-05 02:12:48 install libssh-4:amd64 <none> 0.9.3-2ubuntu2.5
2024-12-05 02:12:48 status half-installed libssh-4:amd64 0.9.3-2ubuntu2.5
2024-12-05 02:12:48 status unpacked libssh-4:amd64 0.9.3-2ubuntu2.5
2024-12-05 02:12:48 install libcurl4:amd64 <none> 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 status half-installed libcurl4:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 status unpacked libcurl4:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 install curl:amd64 <none> 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 status half-installed curl:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 status unpacked curl:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 install libsasl2-modules:amd64 <none> 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 status half-installed libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 startup packages configure
2024-12-05 02:12:48 configure libbrotli1:amd64 1.0.7-6ubuntu0.1 <none>
2024-12-05 02:12:48 status unpacked libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-05 02:12:48 status half-configured libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-05 02:12:48 status installed libbrotli1:amd64 1.0.7-6ubuntu0.1
2024-12-05 02:12:48 configure libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1 <none>
2024-12-05 02:12:48 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 status half-configured libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 status installed libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 configure libnghttp2-14:amd64 1.40.0-1ubuntu0.3 <none>
2024-12-05 02:12:48 status unpacked libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2024-12-05 02:12:48 status half-configured libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2024-12-05 02:12:48 status installed libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2024-12-05 02:12:48 configure libldap-common:all 2.4.49+dfsg-2ubuntu1.10 <none>
2024-12-05 02:12:48 status unpacked libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:48 status half-configured libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:48 status installed libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:48 configure libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1 <none>
2024-12-05 02:12:48 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1 <none>
2024-12-05 02:12:48 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2024-12-05 02:12:48 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2024-12-05 02:12:48 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2024-12-05 02:12:48 configure libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1 <none>
2024-12-05 02:12:48 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 status half-configured libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 status installed libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2024-12-05 02:12:48 configure libssh-4:amd64 0.9.3-2ubuntu2.5 <none>
2024-12-05 02:12:48 status unpacked libssh-4:amd64 0.9.3-2ubuntu2.5
2024-12-05 02:12:48 status half-configured libssh-4:amd64 0.9.3-2ubuntu2.5
2024-12-05 02:12:48 status installed libssh-4:amd64 0.9.3-2ubuntu2.5
2024-12-05 02:12:48 configure libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-05 02:12:48 status unpacked libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status half-configured libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status installed libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 configure libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-05 02:12:48 status unpacked libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status half-configured libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status installed libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 configure libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-05 02:12:48 status unpacked libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status half-configured libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status installed libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 configure libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-05 02:12:48 status unpacked libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status half-configured libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status installed libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 configure libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-05 02:12:48 status unpacked libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status half-configured libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status installed libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 configure libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-05 02:12:48 status unpacked libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status half-configured libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status installed libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 configure libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-05 02:12:48 status unpacked libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status half-configured libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status installed libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 configure libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-05 02:12:48 status unpacked libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status half-configured libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status installed libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 configure libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-05 02:12:48 status unpacked libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status half-configured libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 status installed libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-05 02:12:48 configure libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10 <none>
2024-12-05 02:12:48 status unpacked libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:48 status half-configured libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:48 status installed libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2024-12-05 02:12:48 configure libcurl4:amd64 7.68.0-1ubuntu2.24 <none>
2024-12-05 02:12:48 status unpacked libcurl4:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 status half-configured libcurl4:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 status installed libcurl4:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 configure curl:amd64 7.68.0-1ubuntu2.24 <none>
2024-12-05 02:12:48 status unpacked curl:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 status half-configured curl:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 status installed curl:amd64 7.68.0-1ubuntu2.24
2024-12-05 02:12:48 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2024-12-05 02:12:48 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 02:12:48 status installed libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 02:13:01 startup archives unpack
2024-12-05 02:13:01 upgrade gpgv:amd64 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.2
2024-12-05 02:13:01 status half-configured gpgv:amd64 2.2.19-3ubuntu2.1
2024-12-05 02:13:01 status unpacked gpgv:amd64 2.2.19-3ubuntu2.1
2024-12-05 02:13:01 status half-installed gpgv:amd64 2.2.19-3ubuntu2.1
2024-12-05 02:13:01 status unpacked gpgv:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:01 startup packages configure
2024-12-05 02:13:01 configure gpgv:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-05 02:13:01 status unpacked gpgv:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:01 status half-configured gpgv:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:01 status installed gpgv:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:01 startup archives unpack
2024-12-05 02:13:01 install libassuan0:amd64 <none> 2.5.3-7ubuntu2
2024-12-05 02:13:01 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 02:13:01 status half-installed libassuan0:amd64 2.5.3-7ubuntu2
2024-12-05 02:13:02 status unpacked libassuan0:amd64 2.5.3-7ubuntu2
2024-12-05 02:13:02 install gpgconf:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status half-installed gpgconf:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status unpacked gpgconf:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 install libksba8:amd64 <none> 1.3.5-2ubuntu0.20.04.2
2024-12-05 02:13:02 status half-installed libksba8:amd64 1.3.5-2ubuntu0.20.04.2
2024-12-05 02:13:02 status unpacked libksba8:amd64 1.3.5-2ubuntu0.20.04.2
2024-12-05 02:13:02 install libnpth0:amd64 <none> 1.6-1
2024-12-05 02:13:02 status half-installed libnpth0:amd64 1.6-1
2024-12-05 02:13:02 status unpacked libnpth0:amd64 1.6-1
2024-12-05 02:13:02 install dirmngr:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status half-installed dirmngr:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status unpacked dirmngr:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 install gnupg-l10n:all <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status half-installed gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status unpacked gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 install gnupg-utils:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status half-installed gnupg-utils:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status unpacked gnupg-utils:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 install gpg:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status half-installed gpg:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status unpacked gpg:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 install pinentry-curses:amd64 <none> 1.1.0-3build1
2024-12-05 02:13:02 status half-installed pinentry-curses:amd64 1.1.0-3build1
2024-12-05 02:13:02 status unpacked pinentry-curses:amd64 1.1.0-3build1
2024-12-05 02:13:02 install gpg-agent:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status half-installed gpg-agent:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status unpacked gpg-agent:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 install gpg-wks-client:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status half-installed gpg-wks-client:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status unpacked gpg-wks-client:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 install gpg-wks-server:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:02 status half-installed gpg-wks-server:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 status unpacked gpg-wks-server:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 install gpgsm:amd64 <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 status half-installed gpgsm:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 status unpacked gpgsm:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 install gnupg:all <none> 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 status half-installed gnupg:all 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 status unpacked gnupg:all 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 startup packages configure
2024-12-05 02:13:03 configure libksba8:amd64 1.3.5-2ubuntu0.20.04.2 <none>
2024-12-05 02:13:03 status unpacked libksba8:amd64 1.3.5-2ubuntu0.20.04.2
2024-12-05 02:13:03 status half-configured libksba8:amd64 1.3.5-2ubuntu0.20.04.2
2024-12-05 02:13:03 status installed libksba8:amd64 1.3.5-2ubuntu0.20.04.2
2024-12-05 02:13:03 configure libnpth0:amd64 1.6-1 <none>
2024-12-05 02:13:03 status unpacked libnpth0:amd64 1.6-1
2024-12-05 02:13:03 status half-configured libnpth0:amd64 1.6-1
2024-12-05 02:13:03 status installed libnpth0:amd64 1.6-1
2024-12-05 02:13:03 configure libassuan0:amd64 2.5.3-7ubuntu2 <none>
2024-12-05 02:13:03 status unpacked libassuan0:amd64 2.5.3-7ubuntu2
2024-12-05 02:13:03 status half-configured libassuan0:amd64 2.5.3-7ubuntu2
2024-12-05 02:13:03 status installed libassuan0:amd64 2.5.3-7ubuntu2
2024-12-05 02:13:03 configure gnupg-l10n:all 2.2.19-3ubuntu2.2 <none>
2024-12-05 02:13:03 status unpacked gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 status half-configured gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 status installed gnupg-l10n:all 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 configure gpgconf:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-05 02:13:03 status unpacked gpgconf:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 status half-configured gpgconf:amd64 2.2.19-3ubuntu2.2
2024-12-05 02:13:03 status installed gpgconf:amd64 2.2.19-3ubuntu2.2
