2022-02-21 22:56:46 startup archives install
2024-12-05 01:19:01 status unpacked fontconfig-config:all 2.13.1-2ubuntu3
2024-12-05 01:19:01 install libfontconfig1:amd64 <none> 2.13.1-2ubuntu3
2024-12-05 01:19:01 status half-installed libfontconfig1:amd64 2.13.1-2ubuntu3
2024-12-05 01:19:02 status unpacked libfontconfig1:amd64 2.13.1-2ubuntu3
2024-12-05 01:19:02 install libjbig0:amd64 <none> 2.1-3.1ubuntu0.20.04.1
2024-12-05 01:19:02 status half-installed libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2024-12-05 01:19:02 status unpacked libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2024-12-05 01:19:02 install libjpeg-turbo8:amd64 <none> 2.0.3-0ubuntu1.20.04.3
2024-12-05 01:19:02 status half-installed libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2024-12-05 01:19:02 status unpacked libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2024-12-05 01:19:02 install libjpeg8:amd64 <none> 8c-2ubuntu8
2024-12-05 01:19:02 status half-installed libjpeg8:amd64 8c-2ubuntu8
2024-12-05 01:19:02 status unpacked libjpeg8:amd64 8c-2ubuntu8
2024-12-05 01:19:02 install liblcms2-2:amd64 <none> 2.9-4
2024-12-05 01:19:02 status half-installed liblcms2-2:amd64 2.9-4
2024-12-05 01:19:02 status unpacked liblcms2-2:amd64 2.9-4
2024-12-05 01:19:02 install liblqr-1-0:amd64 <none> 0.4.2-2.1
2024-12-05 01:19:02 status half-installed liblqr-1-0:amd64 0.4.2-2.1
2024-12-05 01:19:02 status unpacked liblqr-1-0:amd64 0.4.2-2.1
2024-12-05 01:19:02 install libltdl7:amd64 <none> 2.4.6-14
2024-12-05 01:19:02 status half-installed libltdl7:amd64 2.4.6-14
2024-12-05 01:19:02 status unpacked libltdl7:amd64 2.4.6-14
2024-12-05 01:19:02 install libwebp6:amd64 <none> 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:02 status half-installed libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:02 status unpacked libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:02 install libtiff5:amd64 <none> 4.1.0+git191117-2ubuntu0.20.04.14
2024-12-05 01:19:02 status half-installed libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2024-12-05 01:19:02 status unpacked libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2024-12-05 01:19:02 install libwebpmux3:amd64 <none> 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:02 status half-installed libwebpmux3:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:02 status unpacked libwebpmux3:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:02 install imagemagick-6-common:all <none> 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:02 status half-installed imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:02 status unpacked imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:02 install libmagickcore-6.q16-6:amd64 <none> 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:02 status half-installed libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:03 status unpacked libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:03 install libmagickwand-6.q16-6:amd64 <none> 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:03 status half-installed libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:03 status unpacked libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:03 install poppler-data:all <none> 0.4.9-2
2024-12-05 01:19:03 status half-installed poppler-data:all 0.4.9-2
2024-12-05 01:19:03 status unpacked poppler-data:all 0.4.9-2
2024-12-05 01:19:04 install libchafa0:amd64 <none> 1.2.1-1
2024-12-05 01:19:04 status half-installed libchafa0:amd64 1.2.1-1
2024-12-05 01:19:04 status unpacked libchafa0:amd64 1.2.1-1
2024-12-05 01:19:04 install chafa:amd64 <none> 1.2.1-1
2024-12-05 01:19:04 status half-installed chafa:amd64 1.2.1-1
2024-12-05 01:19:04 status unpacked chafa:amd64 1.2.1-1
2024-12-05 01:19:04 install fonts-noto-mono:all <none> 20200323-1build1~ubuntu20.04.1
2024-12-05 01:19:04 status half-installed fonts-noto-mono:all 20200323-1build1~ubuntu20.04.1
2024-12-05 01:19:04 status unpacked fonts-noto-mono:all 20200323-1build1~ubuntu20.04.1
2024-12-05 01:19:04 install fonts-urw-base35:all <none> 20170801.1-3
2024-12-05 01:19:04 status half-installed fonts-urw-base35:all 20170801.1-3
2024-12-05 01:19:04 status unpacked fonts-urw-base35:all 20170801.1-3
2024-12-05 01:19:04 install libgs9-common:all <none> 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:04 status half-installed libgs9-common:all 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:05 status unpacked libgs9-common:all 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:05 install libavahi-common-data:amd64 <none> 0.7-4ubuntu7.3
2024-12-05 01:19:05 status half-installed libavahi-common-data:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:05 status unpacked libavahi-common-data:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:05 install libavahi-common3:amd64 <none> 0.7-4ubuntu7.3
2024-12-05 01:19:05 status half-installed libavahi-common3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:05 status unpacked libavahi-common3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:05 install libavahi-client3:amd64 <none> 0.7-4ubuntu7.3
2024-12-05 01:19:05 status half-installed libavahi-client3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:05 status unpacked libavahi-client3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:05 install libcups2:amd64 <none> 2.3.1-9ubuntu1.9
2024-12-05 01:19:05 status half-installed libcups2:amd64 2.3.1-9ubuntu1.9
2024-12-05 01:19:05 status unpacked libcups2:amd64 2.3.1-9ubuntu1.9
2024-12-05 01:19:05 install libidn11:amd64 <none> 1.33-2.2ubuntu2
2024-12-05 01:19:05 status half-installed libidn11:amd64 1.33-2.2ubuntu2
2024-12-05 01:19:05 status unpacked libidn11:amd64 1.33-2.2ubuntu2
2024-12-05 01:19:05 install libijs-0.35:amd64 <none> 0.35-15
2024-12-05 01:19:05 status half-installed libijs-0.35:amd64 0.35-15
2024-12-05 01:19:05 status unpacked libijs-0.35:amd64 0.35-15
2024-12-05 01:19:05 install libjbig2dec0:amd64 <none> 0.18-1ubuntu1
2024-12-05 01:19:05 status half-installed libjbig2dec0:amd64 0.18-1ubuntu1
2024-12-05 01:19:05 status unpacked libjbig2dec0:amd64 0.18-1ubuntu1
2024-12-05 01:19:05 install libopenjp2-7:amd64 <none> 2.3.1-1ubuntu4.20.04.3
2024-12-05 01:19:05 status half-installed libopenjp2-7:amd64 2.3.1-1ubuntu4.20.04.3
2024-12-05 01:19:05 status unpacked libopenjp2-7:amd64 2.3.1-1ubuntu4.20.04.3
2024-12-05 01:19:05 install libpaper1:amd64 <none> 1.1.28
2024-12-05 01:19:05 status half-installed libpaper1:amd64 1.1.28
2024-12-05 01:19:05 status unpacked libpaper1:amd64 1.1.28
2024-12-05 01:19:05 install libgs9:amd64 <none> 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:05 status half-installed libgs9:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:06 status unpacked libgs9:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:06 install ghostscript:amd64 <none> 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:06 status half-installed ghostscript:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:06 status unpacked ghostscript:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:06 install gsfonts:all <none> 1:8.11+urwcyr1.0.7~pre44-4.4
2024-12-05 01:19:06 status half-installed gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2024-12-05 01:19:06 status unpacked gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2024-12-05 01:19:06 install libpaper-utils:amd64 <none> 1.1.28
2024-12-05 01:19:06 status half-installed libpaper-utils:amd64 1.1.28
2024-12-05 01:19:06 status unpacked libpaper-utils:amd64 1.1.28
2024-12-05 01:19:06 install neofetch:all <none> 7.0.0-1
2024-12-05 01:19:06 status half-installed neofetch:all 7.0.0-1
2024-12-05 01:19:06 status unpacked neofetch:all 7.0.0-1
2024-12-05 01:19:06 startup packages configure
2024-12-05 01:19:06 configure liblcms2-2:amd64 2.9-4 <none>
2024-12-05 01:19:06 status unpacked liblcms2-2:amd64 2.9-4
2024-12-05 01:19:06 status half-configured liblcms2-2:amd64 2.9-4
2024-12-05 01:19:06 status installed liblcms2-2:amd64 2.9-4
2024-12-05 01:19:06 configure libpaper1:amd64 1.1.28 <none>
2024-12-05 01:19:06 status unpacked libpaper1:amd64 1.1.28
2024-12-05 01:19:06 status half-configured libpaper1:amd64 1.1.28
2024-12-05 01:19:07 status installed libpaper1:amd64 1.1.28
2024-12-05 01:19:07 configure imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1ubuntu11.10 <none>
2024-12-05 01:19:07 status unpacked imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:07 status half-configured imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:07 status installed imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:07 configure fonts-noto-mono:all 20200323-1build1~ubuntu20.04.1 <none>
2024-12-05 01:19:07 status unpacked fonts-noto-mono:all 20200323-1build1~ubuntu20.04.1
2024-12-05 01:19:07 status half-configured fonts-noto-mono:all 20200323-1build1~ubuntu20.04.1
2024-12-05 01:19:07 status installed fonts-noto-mono:all 20200323-1build1~ubuntu20.04.1
2024-12-05 01:19:07 configure libijs-0.35:amd64 0.35-15 <none>
2024-12-05 01:19:07 status unpacked libijs-0.35:amd64 0.35-15
2024-12-05 01:19:07 status half-configured libijs-0.35:amd64 0.35-15
2024-12-05 01:19:07 status installed libijs-0.35:amd64 0.35-15
2024-12-05 01:19:07 configure libpaper-utils:amd64 1.1.28 <none>
2024-12-05 01:19:07 status unpacked libpaper-utils:amd64 1.1.28
2024-12-05 01:19:07 status half-configured libpaper-utils:amd64 1.1.28
2024-12-05 01:19:07 status installed libpaper-utils:amd64 1.1.28
2024-12-05 01:19:07 configure fonts-urw-base35:all 20170801.1-3 <none>
2024-12-05 01:19:07 status unpacked fonts-urw-base35:all 20170801.1-3
2024-12-05 01:19:07 status half-configured fonts-urw-base35:all 20170801.1-3
2024-12-05 01:19:07 status installed fonts-urw-base35:all 20170801.1-3
2024-12-05 01:19:07 configure libgomp1:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-05 01:19:07 status unpacked libgomp1:amd64 10.5.0-1ubuntu1~20.04
2024-12-05 01:19:07 status half-configured libgomp1:amd64 10.5.0-1ubuntu1~20.04
2024-12-05 01:19:07 status installed libgomp1:amd64 10.5.0-1ubuntu1~20.04
2024-12-05 01:19:07 configure libjbig0:amd64 2.1-3.1ubuntu0.20.04.1 <none>
2024-12-05 01:19:07 status unpacked libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2024-12-05 01:19:07 status half-configured libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2024-12-05 01:19:07 status installed libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2024-12-05 01:19:07 configure neofetch:all 7.0.0-1 <none>
2024-12-05 01:19:07 status unpacked neofetch:all 7.0.0-1
2024-12-05 01:19:07 status half-configured neofetch:all 7.0.0-1
2024-12-05 01:19:07 status installed neofetch:all 7.0.0-1
2024-12-05 01:19:07 configure poppler-data:all 0.4.9-2 <none>
2024-12-05 01:19:07 status unpacked poppler-data:all 0.4.9-2
2024-12-05 01:19:07 status half-configured poppler-data:all 0.4.9-2
2024-12-05 01:19:07 status installed poppler-data:all 0.4.9-2
2024-12-05 01:19:07 configure libchafa0:amd64 1.2.1-1 <none>
2024-12-05 01:19:07 status unpacked libchafa0:amd64 1.2.1-1
2024-12-05 01:19:07 status half-configured libchafa0:amd64 1.2.1-1
2024-12-05 01:19:07 status installed libchafa0:amd64 1.2.1-1
2024-12-05 01:19:07 configure libjbig2dec0:amd64 0.18-1ubuntu1 <none>
2024-12-05 01:19:07 status unpacked libjbig2dec0:amd64 0.18-1ubuntu1
2024-12-05 01:19:07 status half-configured libjbig2dec0:amd64 0.18-1ubuntu1
2024-12-05 01:19:07 status installed libjbig2dec0:amd64 0.18-1ubuntu1
2024-12-05 01:19:07 configure libidn11:amd64 1.33-2.2ubuntu2 <none>
2024-12-05 01:19:07 status unpacked libidn11:amd64 1.33-2.2ubuntu2
2024-12-05 01:19:07 status half-configured libidn11:amd64 1.33-2.2ubuntu2
2024-12-05 01:19:07 status installed libidn11:amd64 1.33-2.2ubuntu2
2024-12-05 01:19:07 configure gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4 <none>
2024-12-05 01:19:07 status unpacked gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2024-12-05 01:19:07 status half-configured gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2024-12-05 01:19:07 status installed gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2024-12-05 01:19:07 configure libavahi-common-data:amd64 0.7-4ubuntu7.3 <none>
2024-12-05 01:19:07 status unpacked libavahi-common-data:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:07 status half-configured libavahi-common-data:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:07 status installed libavahi-common-data:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:07 configure libpng16-16:amd64 1.6.37-2 <none>
2024-12-05 01:19:07 status unpacked libpng16-16:amd64 1.6.37-2
2024-12-05 01:19:07 status half-configured libpng16-16:amd64 1.6.37-2
2024-12-05 01:19:07 status installed libpng16-16:amd64 1.6.37-2
2024-12-05 01:19:07 configure libwebp6:amd64 0.6.1-2ubuntu0.20.04.3 <none>
2024-12-05 01:19:07 status unpacked libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:07 status half-configured libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:07 status installed libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:07 configure fonts-dejavu-core:all 2.37-1 <none>
2024-12-05 01:19:07 status unpacked fonts-dejavu-core:all 2.37-1
2024-12-05 01:19:07 status half-configured fonts-dejavu-core:all 2.37-1
2024-12-05 01:19:07 status installed fonts-dejavu-core:all 2.37-1
2024-12-05 01:19:07 configure libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3 <none>
2024-12-05 01:19:07 status unpacked libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2024-12-05 01:19:07 status half-configured libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2024-12-05 01:19:07 status installed libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2024-12-05 01:19:07 configure libltdl7:amd64 2.4.6-14 <none>
2024-12-05 01:19:07 status unpacked libltdl7:amd64 2.4.6-14
2024-12-05 01:19:07 status half-configured libltdl7:amd64 2.4.6-14
2024-12-05 01:19:07 status installed libltdl7:amd64 2.4.6-14
2024-12-05 01:19:07 configure libfftw3-double3:amd64 3.3.8-2ubuntu1 <none>
2024-12-05 01:19:07 status unpacked libfftw3-double3:amd64 3.3.8-2ubuntu1
2024-12-05 01:19:07 status half-configured libfftw3-double3:amd64 3.3.8-2ubuntu1
2024-12-05 01:19:07 status installed libfftw3-double3:amd64 3.3.8-2ubuntu1
2024-12-05 01:19:07 configure liblqr-1-0:amd64 0.4.2-2.1 <none>
2024-12-05 01:19:07 status unpacked liblqr-1-0:amd64 0.4.2-2.1
2024-12-05 01:19:07 status half-configured liblqr-1-0:amd64 0.4.2-2.1
2024-12-05 01:19:07 status installed liblqr-1-0:amd64 0.4.2-2.1
2024-12-05 01:19:07 configure libopenjp2-7:amd64 2.3.1-1ubuntu4.20.04.3 <none>
2024-12-05 01:19:07 status unpacked libopenjp2-7:amd64 2.3.1-1ubuntu4.20.04.3
2024-12-05 01:19:07 status half-configured libopenjp2-7:amd64 2.3.1-1ubuntu4.20.04.3
2024-12-05 01:19:07 status installed libopenjp2-7:amd64 2.3.1-1ubuntu4.20.04.3
2024-12-05 01:19:07 configure fonts-droid-fallback:all 1:6.0.1r16-1.1 <none>
2024-12-05 01:19:07 status unpacked fonts-droid-fallback:all 1:6.0.1r16-1.1
2024-12-05 01:19:07 status half-configured fonts-droid-fallback:all 1:6.0.1r16-1.1
2024-12-05 01:19:08 status installed fonts-droid-fallback:all 1:6.0.1r16-1.1
2024-12-05 01:19:08 configure libwebpmux3:amd64 0.6.1-2ubuntu0.20.04.3 <none>
2024-12-05 01:19:08 status unpacked libwebpmux3:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:08 status half-configured libwebpmux3:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:08 status installed libwebpmux3:amd64 0.6.1-2ubuntu0.20.04.3
2024-12-05 01:19:08 configure libjpeg8:amd64 8c-2ubuntu8 <none>
2024-12-05 01:19:08 status unpacked libjpeg8:amd64 8c-2ubuntu8
2024-12-05 01:19:08 status half-configured libjpeg8:amd64 8c-2ubuntu8
2024-12-05 01:19:08 status installed libjpeg8:amd64 8c-2ubuntu8
2024-12-05 01:19:08 configure libgs9-common:all 9.50~dfsg-5ubuntu4.14 <none>
2024-12-05 01:19:08 status unpacked libgs9-common:all 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:08 status half-configured libgs9-common:all 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:08 status installed libgs9-common:all 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:08 configure fontconfig-config:all 2.13.1-2ubuntu3 <none>
2024-12-05 01:19:08 status unpacked fontconfig-config:all 2.13.1-2ubuntu3
2024-12-05 01:19:08 status half-configured fontconfig-config:all 2.13.1-2ubuntu3
2024-12-05 01:19:08 status installed fontconfig-config:all 2.13.1-2ubuntu3
2024-12-05 01:19:08 configure libavahi-common3:amd64 0.7-4ubuntu7.3 <none>
2024-12-05 01:19:08 status unpacked libavahi-common3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:08 status half-configured libavahi-common3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:08 status installed libavahi-common3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:08 configure libfreetype6:amd64 2.10.1-2ubuntu0.3 <none>
2024-12-05 01:19:08 status unpacked libfreetype6:amd64 2.10.1-2ubuntu0.3
2024-12-05 01:19:08 status half-configured libfreetype6:amd64 2.10.1-2ubuntu0.3
2024-12-05 01:19:08 status installed libfreetype6:amd64 2.10.1-2ubuntu0.3
2024-12-05 01:19:08 configure libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14 <none>
2024-12-05 01:19:08 status unpacked libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2024-12-05 01:19:08 status half-configured libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2024-12-05 01:19:08 status installed libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2024-12-05 01:19:08 configure libfontconfig1:amd64 2.13.1-2ubuntu3 <none>
2024-12-05 01:19:08 status unpacked libfontconfig1:amd64 2.13.1-2ubuntu3
2024-12-05 01:19:08 status half-configured libfontconfig1:amd64 2.13.1-2ubuntu3
2024-12-05 01:19:08 status installed libfontconfig1:amd64 2.13.1-2ubuntu3
2024-12-05 01:19:08 configure libavahi-client3:amd64 0.7-4ubuntu7.3 <none>
2024-12-05 01:19:08 status unpacked libavahi-client3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:08 status half-configured libavahi-client3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:08 status installed libavahi-client3:amd64 0.7-4ubuntu7.3
2024-12-05 01:19:08 configure libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10 <none>
2024-12-05 01:19:08 status unpacked libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:08 status half-configured libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:08 status installed libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:08 configure libcups2:amd64 2.3.1-9ubuntu1.9 <none>
2024-12-05 01:19:08 status unpacked libcups2:amd64 2.3.1-9ubuntu1.9
2024-12-05 01:19:08 status half-configured libcups2:amd64 2.3.1-9ubuntu1.9
2024-12-05 01:19:08 status installed libcups2:amd64 2.3.1-9ubuntu1.9
2024-12-05 01:19:08 configure libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10 <none>
2024-12-05 01:19:08 status unpacked libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:08 status half-configured libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:08 status installed libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.10
2024-12-05 01:19:08 configure libgs9:amd64 9.50~dfsg-5ubuntu4.14 <none>
2024-12-05 01:19:08 status unpacked libgs9:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:08 status half-configured libgs9:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:08 status installed libgs9:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:08 configure chafa:amd64 1.2.1-1 <none>
2024-12-05 01:19:08 status unpacked chafa:amd64 1.2.1-1
2024-12-05 01:19:08 status half-configured chafa:amd64 1.2.1-1
2024-12-05 01:19:08 status installed chafa:amd64 1.2.1-1
2024-12-05 01:19:08 configure ghostscript:amd64 9.50~dfsg-5ubuntu4.14 <none>
2024-12-05 01:19:08 status unpacked ghostscript:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:08 status half-configured ghostscript:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:08 status installed ghostscript:amd64 9.50~dfsg-5ubuntu4.14
2024-12-05 01:19:08 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2024-12-05 01:19:08 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 01:19:08 status installed libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 01:31:08 startup archives unpack
2024-12-05 01:31:08 install sudo:amd64 <none> 1.8.31-1ubuntu1.5
2024-12-05 01:31:08 status half-installed sudo:amd64 1.8.31-1ubuntu1.5
2024-12-05 01:31:08 status unpacked sudo:amd64 1.8.31-1ubuntu1.5
2024-12-05 01:31:08 startup packages configure
2024-12-05 01:31:08 configure sudo:amd64 1.8.31-1ubuntu1.5 <none>
2024-12-05 01:31:08 status unpacked sudo:amd64 1.8.31-1ubuntu1.5
2024-12-05 01:31:08 status half-configured sudo:amd64 1.8.31-1ubuntu1.5
2024-12-05 01:31:08 status installed sudo:amd64 1.8.31-1ubuntu1.5
2024-12-05 01:31:25 startup archives unpack
2024-12-05 01:31:26 upgrade libc6:amd64 2.31-0ubuntu9.2 2.31-0ubuntu9.16
2024-12-05 01:31:26 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2024-12-05 01:31:26 status half-configured libc6:amd64 2.31-0ubuntu9.2
2024-12-05 01:31:26 status unpacked libc6:amd64 2.31-0ubuntu9.2
2024-12-05 01:31:26 status half-installed libc6:amd64 2.31-0ubuntu9.2
2024-12-05 01:31:26 status unpacked libc6:amd64 2.31-0ubuntu9.16
2024-12-05 01:31:26 install libc6:i386 <none> 2.31-0ubuntu9.16
2024-12-05 01:31:26 status half-installed libc6:i386 2.31-0ubuntu9.16
2024-12-05 01:31:27 status unpacked libc6:i386 2.31-0ubuntu9.16
2024-12-05 01:31:27 startup packages configure
2024-12-05 01:31:27 configure libc6:amd64 2.31-0ubuntu9.16 <none>
2024-12-05 01:31:27 status unpacked libc6:amd64 2.31-0ubuntu9.16
2024-12-05 01:31:27 status half-configured libc6:amd64 2.31-0ubuntu9.16
2024-12-05 01:31:28 status installed libc6:amd64 2.31-0ubuntu9.16
2024-12-05 01:31:28 startup archives unpack
2024-12-05 01:31:29 install gcc-10-base:i386 <none> 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:29 status half-installed gcc-10-base:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:29 status unpacked gcc-10-base:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:29 install libgcc-s1:i386 <none> 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:29 status half-installed libgcc-s1:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:29 status unpacked libgcc-s1:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:29 install libcrypt1:i386 <none> 1:4.4.10-10ubuntu4
2024-12-05 01:31:29 status half-installed libcrypt1:i386 1:4.4.10-10ubuntu4
2024-12-05 01:31:29 status unpacked libcrypt1:i386 1:4.4.10-10ubuntu4
2024-12-05 01:31:29 install libstdc++6:i386 <none> 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:29 status half-installed libstdc++6:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:29 status unpacked libstdc++6:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:29 install steamcmd:i386 <none> 0~20180105-3
2024-12-05 01:31:29 status half-installed steamcmd:i386 0~20180105-3
2024-12-05 01:31:36 status unpacked steamcmd:i386 0~20180105-3
2024-12-05 01:31:36 install libunistring2:i386 <none> 0.9.10-2
2024-12-05 01:31:36 status half-installed libunistring2:i386 0.9.10-2
2024-12-05 01:31:36 status unpacked libunistring2:i386 0.9.10-2
2024-12-05 01:31:36 install libidn2-0:i386 <none> 2.2.0-2
2024-12-05 01:31:36 status half-installed libidn2-0:i386 2.2.0-2
2024-12-05 01:31:36 status unpacked libidn2-0:i386 2.2.0-2
2024-12-05 01:31:36 startup packages configure
2024-12-05 01:31:36 configure gcc-10-base:i386 10.5.0-1ubuntu1~20.04 <none>
2024-12-05 01:31:36 status unpacked gcc-10-base:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:36 status half-configured gcc-10-base:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:36 status installed gcc-10-base:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:36 configure libcrypt1:i386 1:4.4.10-10ubuntu4 <none>
2024-12-05 01:31:36 status unpacked libcrypt1:i386 1:4.4.10-10ubuntu4
2024-12-05 01:31:36 status half-configured libcrypt1:i386 1:4.4.10-10ubuntu4
2024-12-05 01:31:36 status installed libcrypt1:i386 1:4.4.10-10ubuntu4
2024-12-05 01:31:36 configure libgcc-s1:i386 10.5.0-1ubuntu1~20.04 <none>
2024-12-05 01:31:36 status unpacked libgcc-s1:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:36 status half-configured libgcc-s1:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:36 status installed libgcc-s1:i386 10.5.0-1ubuntu1~20.04
2024-12-05 01:31:36 configure libc6:i386 2.31-0ubuntu9.16 <none>
